date,lights [kW],mech [kW],CHWSupplyTemp [F],OAT [C],RH [%],Dewpoint,wind_speed,wind_direction,Diffsolar [W/m2],Dirsolar [W/m2],CHWCoolingEnergy [kW]
20170526,7.19,7.92,43.9975,27.2,74,22.2,4.6,70,100,0,357.40175
20170526,3.99,8.45,44.215,25.6,74,20.6,2.6,40,40,0,231.8815875
20170526,2.46,0.62,44.2925,23.3,85,20.6,2.1,60,1,1,29.37765
20170526,0.92,0.62,44.245,22.8,87,20.6,2.6,90,0,0,72.4624
20170526,0.92,0.62,44.645,22.8,87,20.6,0,0,0,0,0.8866
20170526,0.92,0.63,44.4,22.8,94,21.7,2.6,70,0,0,24.45095
20170526,0.92,0.62,44.3575,21.7,100,21.7,3.1,30,0,0,30.18085
20170527,1.86,0.63,44.8725,22.2,93,21.1,3.6,100,0,0,40.55265
20170527,1.18,0.62,44.95,21.7,93,20.6,4.6,110,0,0,2.331775
20170527,0.92,0.62,44.815,21.7,93,20.6,5.2,120,0,0,30.8798
20170527,2.16,0.63,44.975,21.1,93,20,3.1,70,0,0,50.7402
20170527,1.32,0.62,44.565,19.4,100,19.4,4.1,100,0,0,0.0611875
20170527,1.73,0.62,44.54,18.9,100,18.9,3.6,90,17,0,1.67975
20170527,1.31,0.62,44.6175,18.3,100,18.3,4.6,90,51,0,34.0689
20170527,1.32,0.61,44.565,18.9,100,18.9,3.6,60,101,0,26.24895
20170527,2,0.62,44.6625,18.3,100,18.3,4.1,70,121,0,29.1238
20170527,2.48,0.62,44.63,18.3,100,18.3,4.6,80,158,0,37.568825
20170527,0.92,0.62,44.675,17.8,100,17.8,4.6,70,185,0,72.369425
20170527,1.07,0.62,45.0125,17.8,100,17.8,4.6,90,201,0,38.4554875
20170527,0.93,0.62,44.565,17.8,100,17.8,4.1,90,243,0,45.972
20170527,2.45,0.61,44.4875,18.3,100,18.3,4.1,100,231,0,17.5819375
20170527,0.93,0.62,44.18,18.3,100,18.3,4.1,100,204,0,1.6370125
20170527,1.02,0.62,44.28,17.8,100,17.8,3.6,70,137,0,13.6502125
20170527,0.95,0.81,44.0225,18.3,97,17.8,4.1,80,116,0,42.277575
20170527,2.08,1.91,43.98,18.3,97,17.8,3.1,60,93,0,121.8619125
20170527,0.92,0.81,44.065,17.8,100,17.8,3.6,70,43,0,76.2522625
20170527,0.92,0.62,44.295,17.2,100,17.2,5.2,100,1,0,14.1994875
20170527,0.91,0.63,44.32,16.7,100,16.7,5.2,110,0,0,16.2900875
20170527,0.92,0.63,44.2875,16.7,100,16.7,3.1,110,0,0,14.754475
20170527,0.92,0.62,44.135,16.1,100,16.1,4.1,90,0,0,0.8896875
20170527,0.92,0.63,44.1,15.6,100,15.6,4.1,110,0,0,48.7250625
20170528,0.96,0.62,44.1425,15,100,15,4.1,130,0,0,6.5496875
20170528,4.19,0.63,44.065,15,100,15,2.1,60,0,0,0.0601875
20170528,1.32,0.62,44.1025,15,100,15,2.6,20,0,0,52.0145625
20170528,1.17,0.63,44.2825,15,100,15,2.6,40,0,0,47.8584
20170528,2.13,0.62,44.125,15,100,15,2.6,40,0,0,52.1180875
20170528,0.97,0.62,44.2425,15,100,15,2.6,40,20,0,45.8005
20170528,0.91,0.62,44.26,15,100,15,2.1,50,43,0,19.4455875
20170528,0.92,0.62,44.255,15,100,15,2.6,60,77,0,14.7166
20170528,0.91,0.62,44.395,15.6,100,15.6,3.1,90,120,0,40.6281625
20170528,1.25,0.61,44.39,16.1,100,16.1,4.1,130,156,0,29.4354375
20170528,1.68,0.62,44.415,16.7,100,16.7,2.1,70,183,0,30.1991625
20170528,2.07,0.62,44.2075,17.2,100,17.2,2.1,60,197,0,49.248
20170528,0.93,0.62,44.2575,17.2,100,17.2,2.1,330,200,0,37.4634625
20170528,2.31,0.62,44.04,17.2,100,17.2,3.1,40,190,0,6.1844625
20170528,0.99,0.62,44.1675,17.2,100,17.2,3.1,320,168,0,97.141675
20170528,1.06,0.74,44.185,17.8,100,17.8,2.6,50,136,0,32.80575
20170528,1,2.33,44.07,18.3,100,18.3,2.6,80,95,0,309.8032875
20170528,1.43,2.47,43.845,18.9,100,18.9,3.1,150,53,0,167.4866
20170528,2.33,1.17,44.125,18.9,100,18.9,2.1,120,28,0,59.37665
20170528,1.09,0.62,44.4225,18.9,100,18.9,1.5,90,1,0,44.7615
20170528,1.4,0.62,44.225,18.9,100,18.9,0,0,0,0,34.301575
20170528,0.86,0.62,44.2925,19.4,100,19.4,2.6,140,0,0,20.9062
20170528,0.87,0.62,44.2225,20,100,20,3.1,160,0,0,34.2903
20170528,0.86,0.62,44.1275,20,100,20,1.5,150,0,0,0.065125
20170529,0.86,0.61,44.255,20,100,20,3.1,170,0,0,70.1101875
20170529,1.87,0.62,44.1425,20,100,20,3.6,210,0,0,7.8873
20170529,1.91,0.62,44.25,20,100,20,3.6,190,0,0,0.329575
20170529,0.87,0.62,44.135,20.6,100,20.6,3.6,210,0,0,41.869875
20170529,0.86,0.65,44.2825,20.6,100,20.6,2.6,220,0,0,376.03985
20170529,1.95,5.62,44.035,21.1,100,21.1,3.6,200,26,12,425.8222125
20170529,0.89,12.37,44.075,21.7,100,21.7,3.6,200,42,0,498.0165875
20170529,0.88,10.65,44.12,22.8,96,22.2,3.6,220,119,7,332.3438
20170529,0.88,11.66,44.1575,25,84,22.2,5.7,220,151,113,321.8869875
20170529,0.88,8.81,44.1525,26.7,74,21.7,5.2,210,436,287,297.0797125
20170529,1.22,7.91,44.255,27.8,65,20.6,6.2,220,327,178,297.273625
20170529,0.88,8.49,44.0175,29.4,55,19.4,5.7,240,291,298,341.668875
20170529,0.88,9.53,44.015,30,55,20,6.7,220,293,652,390.008275
20170529,2.17,8.79,43.9925,30,53,19.4,5.2,220,285,640,394.5225125
20170529,2.31,9.27,43.855,30,53,19.4,6.2,190,304,507,459.928075
20170529,1.1,9.21,43.975,29.4,59,20.6,5.2,210,428,220,525.0516875
20170529,4.09,9.88,43.815,28.9,63,21.1,5.2,200,231,215,546.0857625
20170529,2.44,9.87,43.98,26.7,74,21.7,3.6,210,101,84,492.8152375
20170529,2.69,9.1,43.79,26.1,77,21.7,2.6,190,54,15,364.772275
20170529,1.27,0.36,44.0475,24.4,85,21.7,3.1,190,2,0,45.1559
20170529,0.96,0.35,44.1425,24.4,85,21.7,4.1,190,0,0,1.0184625
20170529,3.35,0.35,44.3175,23.9,84,21.1,5.2,200,0,0,23.3263375
20170529,1.18,0.35,44.0725,22.2,97,21.7,4.1,230,0,0,18.120225
20170529,1.71,0.36,44.2825,22.8,94,21.7,3.6,220,0,0,31.2176375
20170530,1.18,0.34,44.2875,21.7,100,21.7,5.2,230,0,0,28.3402
20170530,1.76,0.35,44.1425,21.7,96,21.1,4.6,220,0,0,24.8850875
20170530,0.86,0.35,44.2125,20.6,96,20,3.1,240,0,0,69.8491125
20170530,0.87,0.35,44.2475,20.6,100,20.6,3.6,240,0,0,34.69495
20170530,0.87,0.39,44.0125,20,100,20,3.6,250,0,0,321.5397625
20170530,4.26,3.87,43.865,20,100,20,3.1,230,24,15,417.9677125
20170530,8.44,10.95,43.8225,21.1,100,21.1,2.6,230,90,31,435.2070125
20170530,13.12,11.81,44.0125,22.2,93,21.1,2.6,290,200,234,362.755475
20170530,14.21,13.01,44.2225,25,74,20,4.1,10,308,256,465.168175
20170530,14.94,13.04,44.1075,25,69,18.9,3.6,310,356,409,494.9411125
20170530,15.76,13.63,44.0325,26.7,58,17.8,3.1,310,269,549,484.8136
20170530,15.12,12.82,44.005,28.3,53,17.8,4.1,270,406,303,585.959175
20170530,14.81,13.61,43.9675,28.3,53,17.8,7.2,320,367,408,529.9357625
20170530,15.47,10.49,44.3925,27.8,56,18.3,5.2,350,297,264,578.1531375
20170530,15.39,9.75,44.3,27.8,49,16.1,3.1,320,281,357,589.986775
20170530,15.23,10.11,44.285,28.9,43,15,4.6,300,241,576,591.013575
20170530,15.07,16.07,44.1975,27.8,44,14.4,3.6,310,219,252,529.6015375
20170530,13.15,17.89,44.2725,26.7,45,13.9,4.6,10,159,221,476.5777
20170530,10.11,13.29,44.31,23.9,55,14.4,5.2,30,48,130,352.01935
20170530,3.91,0.26,44.525,22.2,61,14.4,2.6,50,2,1,25.802175
20170530,1.42,0.45,44.425,21.1,66,14.4,2.6,50,0,0,36.1099
20170530,1.46,0.35,44.0225,20,70,14.4,2.1,40,0,0,0.9562875
20170530,1.13,0.35,43.905,18.9,75,14.4,3.6,350,0,0,5.1907
20170530,1.07,0.35,43.4425,17.8,80,14.4,3.6,360,0,0,0.3363125
20170531,2.96,0.36,43.4225,17.2,87,15,2.6,10,0,0,0.8538625
20170531,2.34,0.35,43.13,16.1,93,15,2.1,50,0,0,9.903125
20170531,1.07,0.36,42.785,15.6,90,13.9,2.1,100,0,0,36.212875
20170531,1.04,0.35,42.3525,15,93,13.9,2.1,50,0,0,34.07875
20170531,1.04,0.4,41.76,13.9,96,13.3,2.1,40,0,0,265.7789125
20170531,1.91,2.97,41.41,14.4,100,14.4,2.1,30,27,92,363.382025
20170531,7.74,11.22,41.23,17.2,87,15,2.1,40,98,186,380.2096125
20170531,13.04,13.19,41.4725,19.4,70,13.9,3.1,50,125,526,328.898825
20170531,14.57,10.91,41.4275,21.1,61,13.3,3.1,50,168,683,402.039225
20170531,15.18,9.14,41.395,22.2,59,13.9,3.6,30,180,658,397.51825
20170531,15.63,14.14,41.635,23.9,57,15,3.1,20,230,713,396.280325
20170531,14.99,15.31,41.8675,23.9,55,14.4,3.1,360,206,808,398.974625
20170531,14.33,9.33,42.66,25.6,54,15.6,3.1,40,257,621,376.8013375
20170531,14.68,10.09,44.995,26.1,52,15.6,2.6,60,200,712,433.757625
20170531,14.95,10.52,44.4425,25.6,54,15.6,3.1,50,357,434,456.714825
20170531,14.21,10.78,44.5925,25.6,52,15,3.1,360,289,464,459.6394
20170531,13.89,14.02,45.4925,25,56,15.6,2.6,40,199,435,501.0162375
20170531,12.75,12.15,43.6525,23.9,64,16.7,2.6,60,120,388,478.507
20170531,9.66,14.45,44.2675,22.2,71,16.7,2.6,70,81,53,303.6973125
20170531,3.88,0.36,44.2325,20.6,81,17.2,2.1,100,3,3,43.9648125
20170531,1.64,0.34,44.265,18.9,90,17.2,0,0,0,0,49.5121875
20170531,1.2,0.35,44.09,19.7,100,17.8,0.4,120,0,0,47.7765875
20170531,1.46,0.36,44.04,20.5,96,18.3,0.9,130,0,0,24.1191
20170531,1.01,0.35,44.16,21.3,93,18.9,1.3,120,0,0,46.511625
20170601,0.83,0.36,44.0025,22,79,19.4,1.8,220,0,0,63.3327
20170601,2.55,0.35,44.1475,22.8,82,20,2.2,250,0,0,52.512375
20170601,0.85,0.36,44.2525,23.6,82,20.5,2.7,120,0,0,43.685025
20170601,0.84,0.35,44.2625,24.4,82,21.1,3.1,310,0,0,24.0810375
20170601,1.24,0.45,44.2,23.9,84,21.1,2.6,300,0,0,189.1811
20170601,1.65,3,44.05,24.4,82,21.1,1.5,10,34,21,241.2435625
20170601,8.18,9.82,43.9,26.7,74,21.7,3.1,340,72,423,370.290175
20170601,12.48,12.26,44.0475,28.3,70,22.2,3.6,50,124,451,247.5937
20170601,14.06,7.59,44.05,30,61,21.7,2.1,70,135,677,351.8230375
20170601,15.52,10.58,43.7875,30.6,59,21.7,3.6,90,294,515,363.106075
20170601,15.73,16.53,44.0075,31.7,57,22.2,3.1,10,149,836,450.1724
20170601,15.69,16.44,43.9275,31.7,50,20,2.6,130,254,737,467.4128375
20170601,14.49,12.89,44.2175,33.3,46,20,0,0,326,558,445.7357875
20170601,15.17,10.66,44.2325,33.3,47,20.6,3.1,360,282,504,445.4193625
20170601,15.43,11.99,43.915,34.4,46,21.1,3.1,10,201,709,460.1225625
20170601,15.1,13.22,44.09,33.9,47,21.1,2.1,10,196,441,471.305225
20170601,14.6,12.45,44.01,32.2,54,21.7,2.6,60,227,135,447.868675
20170601,13.41,13.25,43.995,30.6,65,23.3,1.5,100,118,33,467.592925
20170601,8.47,11.47,43.9975,26.1,69,20,6.2,180,33,0,223.2224625
20170601,3.46,0.36,44.335,20.6,96,20,2.1,100,2,0,18.591625
20170601,2.02,0.35,44.315,21.1,93,20,3.1,270,0,0,30.289275
20170601,0.81,0.36,44.515,20.6,100,20.6,3.1,230,0,0,33.7777
20170601,0.81,0.34,44.2075,21.1,97,20.6,2.1,250,0,0,35.4091
20170601,0.81,0.35,44.235,21.1,100,21.1,3.1,260,0,0,41.2219375
20170602,1.2,0.35,44.365,21.1,97,20.6,1.5,210,0,0,33.159525
20170602,2.16,0.35,44.48,21.1,97,20.6,2.6,280,0,0,0.06125
20170602,1.1,0.35,44.3025,21.1,93,20,3.1,300,0,0,1.912025
20170602,0.81,0.35,44.275,19.4,100,19.4,1.5,160,0,0,10.7955375
20170602,1.2,0.47,44.3725,20,100,20,0,0,0,0,189.4952125
20170602,3.1,2.93,44.2425,20,96,19.4,0,0,28,77,232.26515
20170602,6.15,9.54,44.0475,22.2,93,21.1,2.6,40,59,478,252.9408625
20170602,11.63,8.19,44.155,25,79,21.1,2.6,20,133,440,205.801725
20170602,13.81,6.24,44.27,25.6,76,21.1,2.6,70,290,371,187.1223875
20170602,13.52,7.58,44.325,27.2,69,21.1,2.1,90,261,78,202.8119625
20170602,13.76,8.18,44.235,29.4,63,21.7,2.6,310,429,155,282.0802125
20170602,14.16,8.87,44.245,30,63,22.2,2.6,40,261,508,285.2053625
20170602,12.85,10.09,44.315,30.6,55,20.6,1.5,50,170,558,344.7164625
20170602,13.6,10.7,44.465,31.1,57,21.7,2.1,130,125,863,314.5284375
20170602,13.37,9.67,44.525,30.6,57,21.1,2.1,80,231,697,378.6087
20170602,13.56,9.01,44.155,31.7,50,20,2.6,340,259,423,429.20455
20170602,11.85,9.97,44.105,28.9,63,21.1,4.1,310,276,153,426.82965
20170602,10.99,10.45,43.8925,27.2,69,21.1,3.1,300,98,108,470.0583
20170602,6.8,7.14,43.78,25,71,19.4,4.6,270,32,0,297.294825
20170602,3.53,0.35,44.41,22.8,87,20.6,3.6,330,3,1,1.0213
20170602,2.61,0.35,44.3525,21.1,97,20.6,2.1,50,0,0,15.16015
20170602,0.89,0.35,44.0725,21.7,96,21.1,2.1,310,0,0,14.4110625
20170602,0.88,0.35,44.12,21.1,97,20.6,0,0,0,0,25.3868
20170602,1.14,0.35,44.1025,21.1,97,20.6,2.1,330,0,0,40.500675
20170603,1.33,0.35,44.2425,20.6,93,19.4,1.5,340,0,0,36.0247
20170603,1.91,0.35,44.2675,19.4,100,19.4,0,0,0,0,2.1669375
20170603,0.89,0.36,44.375,18.9,100,18.9,1.5,220,0,0,11.6766
20170603,0.89,0.35,44.805,18.9,100,18.9,0,0,0,0,2.1041125
20170603,1.26,0.35,44.525,18.9,100,18.9,0,0,0,0,44.4623125
20170603,0.89,0.35,43.8125,19.4,100,19.4,1.5,310,32,33,48.906025
20170603,0.89,0.35,44.185,20.6,96,20,2.6,280,99,264,33.0868875
20170603,0.88,0.35,44.495,23.3,85,20.6,2.6,260,131,544,58.44785
20170603,0.89,0.35,44.3625,26.1,69,20,3.6,320,163,661,0.40215
20170603,1.88,0.35,44.32,27.2,67,20.6,3.6,300,187,700,10.9862875
20170603,0.88,0.34,44.9525,27.8,65,20.6,3.6,280,463,135,58.585275
20170603,1.06,0.35,44.46,29.4,57,20,2.1,250,538,162,12.6297875
20170603,1.37,0.35,45.4475,30.6,55,20.6,2.1,360,358,481,4.0298
20170603,3.02,0.35,46.52,29.4,57,20,3.6,310,350,488,26.1375125
20170603,2.57,0.35,45.885,30.6,55,20.6,4.1,290,294,580,70.212925
20170603,0.95,0.55,44.1625,30.6,55,20.6,4.1,270,268,493,136.0145625
20170603,0.89,2.28,43.9225,30,55,20,4.1,290,199,359,158.2791875
20170603,1.78,2.18,44.01,29.4,57,20,3.1,280,129,346,127.0429125
20170603,0.81,1.64,44.13,28.9,55,18.9,3.6,290,62,145,59.451325
20170603,0.81,1.5,44.155,26.7,71,21.1,1.5,140,4,1,91.836975
20170603,0.81,0.35,44.4475,24.4,85,21.7,0,0,0,0,40.6127375
20170603,2.29,0.35,44.3175,23.3,91,21.7,1.5,220,0,0,31.9574375
20170603,1.35,0.35,44.0525,23.3,91,21.7,1.5,180,0,0,93.8475
20170603,0.83,0.36,44.1375,23.3,91,21.7,3.1,260,0,0,40.8975
20170604,1.32,0.35,44.3525,23.3,87,21.1,3.1,290,0,0,49.9744125
20170604,2.25,0.35,44.2975,22.8,90,21.1,1.5,310,0,0,21.2135
20170604,0.85,0.35,44.285,22.2,91,20.6,1.5,280,0,0,55.07745
20170604,0.8,0.35,45.085,21.7,93,20.6,1.5,310,0,0,23.7164375
20170604,1.18,0.35,44.505,21.7,90,20,2.1,310,0,0,22.7683
20170604,0.82,0.36,44.625,22.2,87,20,3.1,360,32,18,80.4672125
20170604,0.8,0.35,44.4,23.3,87,21.1,4.6,360,106,128,9.2326875
20170604,0.81,0.34,44.3025,25.6,71,20,3.6,360,166,401,0.616875
20170604,0.96,0.35,44.29,27.2,62,19.4,5.2,340,191,648,22.5453
20170604,2.27,0.35,44.6375,28.9,57,19.4,4.1,10,214,721,53.6599375
20170604,0.81,0.35,44.4375,29.4,51,18.3,2.6,10,287,635,27.508525
20170604,0.81,0.34,44.485,29.4,50,17.8,4.1,320,358,573,44.0265
20170604,2.87,0.35,44.21,30,46,17.2,6.2,340,262,448,33.8381875
20170604,0.88,0.35,44.22,28.9,49,17.2,5.2,10,305,444,38.6166875
20170604,0.95,1.38,43.965,30,46,17.2,5.7,360,213,743,77.2693875
20170604,0.93,2.21,44.3375,29.4,43,15.6,6.2,10,143,670,131.4477875
20170604,0.86,2.19,43.98,29.4,45,16.1,5.2,10,174,501,162.307975
20170604,0.94,2.05,44.1275,26.7,54,16.7,8.2,10,117,358,213.9318875
20170604,1.13,0.36,44.4025,24.4,62,16.7,5.2,40,63,36,8.400425
20170604,0.87,0.35,44.1875,23.3,53,13.3,4.6,40,4,4,45.4189375
20170604,0.81,0.36,44.155,22.2,49,11.1,5.2,50,0,0,30.60195
20170604,1.93,0.35,44.3575,21.1,49,10,3.1,50,0,0,0.0555
20170604,1.02,0.35,43.9925,19.4,57,10.6,3.1,50,0,0,3.3572
20170604,0.81,0.35,44.2675,17.8,65,11.1,2.1,40,0,0,13.5023
20170605,0.8,0.27,44.145,16.1,78,12.2,1.5,40,0,0,28.4283
20170605,1.68,0.44,44.1875,16.1,78,12.2,2.6,360,0,0,29.505875
20170605,1.2,0.35,44.295,15.6,78,11.7,2.6,360,0,0,9.37565
20170605,1.31,0.36,44.1625,14.4,84,11.7,4.1,10,0,0,30.184925
20170605,2.02,0.55,44.12,15,75,10.6,4.1,20,0,0,130.9177375
20170605,0.93,6.29,43.885,15.6,72,10.6,5.7,20,27,137,439.1834
20170605,6.51,13.59,44.055,17.2,65,10.6,5.2,30,64,484,674.9854625
20170605,12.02,11.57,44.23,18.9,61,11.1,6.2,30,95,663,519.7825375
20170605,13.95,13.92,44.09,20.6,57,11.7,5.2,30,124,744,554.4179
20170605,14.36,10.33,43.9925,22.2,49,11.1,6.2,20,263,497,615.20455
20170605,14.7,13.43,44.1325,22.8,46,10.6,3.6,50,225,710,571.66905
20170605,15.4,11,44.155,23.3,46,11.1,5.7,10,228,664,622.281075
20170605,14.45,11.54,44.32,23.3,46,11.1,5.7,60,324,568,569.867075
20170605,15.23,11.52,44.2525,22.8,41,8.9,4.1,30,314,521,659.5408625
20170605,14.87,11.86,44.4075,22.8,44,10,4.6,60,327,387,650.394525
20170605,14.84,11.8,44.385,23.9,41,10,4.1,30,239,192,643.0591625
20170605,14.06,11.91,44.075,22.8,46,10.6,4.1,50,306,238,599.1987
20170605,13.03,9.62,43.825,21.7,47,10,5.7,30,117,344,638.7868125
20170605,8.92,8.75,44.03,20,55,10.6,3.1,50,50,297,331.3852625
20170605,4.25,0.36,44.11,18.3,63,11.1,3.6,80,4,18,36.5575
20170605,1.41,0.35,44.035,16.7,67,10.6,2.1,70,0,0,36.6527125
20170605,1.41,0.36,44.4,15.6,72,10.6,3.1,90,0,0,0.2614125
20170605,1.42,0.35,44.0775,15.6,69,10,2.6,80,0,0,53.1160625
20170605,1.51,0.36,44.2175,15,75,10.6,2.1,80,0,0,6.1997375
20170606,1.83,0.35,44.35,13.9,80,10.6,2.6,70,0,0,10.854575
20170606,2.8,0.36,44.315,13.3,84,10.6,2.6,90,0,0,40.0870625
20170606,1.29,0.35,44.29,13.3,84,10.6,2.1,70,0,0,29.7703125
20170606,1.77,0.35,44.3775,12.2,93,11.1,0,0,0,0,3.7755875
20170606,1.49,0.55,44.32,11.7,93,10.6,2.1,20,0,0,91.630075
20170606,4.27,4.17,44.0525,12.8,89,11.1,2.1,20,28,84,296.5972875
20170606,7.76,11.58,44.05,16.1,78,12.2,3.1,10,76,410,386.9384875
20170606,14.12,11.48,43.935,18.9,59,10.6,4.1,20,114,602,367.5603375
20170606,15.7,7.91,44.0175,20.6,54,11.1,3.6,40,146,709,447.076925
20170606,16.47,11.16,43.9775,21.7,51,11.1,4.1,40,208,681,461.4840125
20170606,16.26,15.46,44.1775,22.8,48,11.1,4.6,60,502,77,415.6991625
20170606,16.27,10.39,44.0675,22.8,48,11.1,4.1,40,385,316,451.656575
20170606,16.19,12.29,43.9475,23.3,45,10.6,6.2,70,394,351,477.9862
20170606,16.28,10.32,43.9875,24.4,40,10,4.6,50,366,465,477.4774375
20170606,16.45,10.41,43.8975,23.9,40,9.4,4.1,30,283,435,431.390275
20170606,15.97,11.5,44.09,23.3,41,9.4,8.8,20,258,233,495.385825
20170606,15.35,11.39,43.855,22.8,41,8.9,5.7,40,174,497,555.898475
20170606,13.92,11.49,43.9925,22.8,42,9.4,3.1,50,107,420,487.1321125
20170606,8.91,8.27,43.88,21.1,47,9.4,2.6,40,64,54,318.3126
20170606,4.96,0.35,44.265,18.9,59,10.6,2.1,70,4,5,17.1233625
20170606,3.11,0.35,44.1775,17.8,65,11.1,3.6,70,0,0,8.75735
20170606,1.92,0.35,44.12,16.7,70,11.1,3.1,70,0,0,5.80825
20170606,1.92,0.36,44.2725,16.1,75,11.7,3.1,110,0,0,29.0047
20170606,1.66,0.35,44.2225,14.4,84,11.7,2.1,110,0,0,0.0508125
20170607,1.52,0.36,44.3925,14.4,84,11.7,2.6,80,0,0,37.7551
20170607,2.56,0.36,44.39,13.9,83,11.1,2.1,70,0,0,53.2547875
20170607,2.06,0.35,44.4425,12.8,86,10.6,0,0,0,0,102.62295
20170607,1.53,0.36,44.4375,12.2,90,10.6,2.6,360,0,0,8.041925
20170607,2.07,0.54,44.395,12.2,93,11.1,2.6,50,0,0,52.8383
20170607,2.61,3.57,44.4225,13.3,90,11.7,3.1,30,29,78,286.86265
20170607,8.5,12.46,44.925,15.6,78,11.7,2.6,50,77,397,281.707125
20170607,13.7,13.02,44.3625,17.8,65,11.1,4.1,50,117,589,190.857925
20170607,15.22,9.56,44.74,19.4,54,10,4.1,50,149,696,252.4307125
20170607,15.36,10.1,44.6425,21.1,47,9.4,5.7,30,189,741,261.1721
20170607,15.98,7.39,45.1275,21.1,46,8.9,6.2,20,290,686,276.3269625
20170607,15.82,12,44.6625,22.2,43,8.9,6.2,40,178,129,302.226925
20170607,15.81,16.19,46.9975,23.3,41,9.4,6.2,60,309,365,346.6927125
20170607,15.72,14.19,50.6525,22.8,42,9.4,5.2,30,508,299,364.5759375
20170607,15.79,12.57,49.5175,23.9,38,8.9,5.7,90,302,342,370.2705375
20170607,15.8,10.35,44.2775,22.2,41,8.3,3.6,50,187,157,383.7873
20170607,15.36,10.11,44.01,23.9,37,8.3,3.6,30,242,386,421.241975
20170607,13.05,11.24,43.895,23.3,41,9.4,2.6,80,105,293,269.301975
20170607,8.24,9.21,44.255,21.7,45,9.4,2.1,60,55,194,184.4705375
20170607,4.27,0.35,44.39,19.4,54,10,3.1,70,4,5,29.942375
20170607,2.47,0.35,44.4925,18.3,56,9.4,2.1,70,0,0,23.807175
20170607,1.97,0.35,44.51,16.7,67,10.6,2.6,100,0,0,12.5787
20170607,2.17,0.36,44.3775,16.1,70,10.6,3.1,90,0,0,35.2404
20170607,1.53,0.35,44.2525,14.4,78,10.6,2.6,110,0,0,42.89315
20170608,1.53,0.36,44.615,13.9,80,10.6,0,0,0,0,2.01545
20170608,2.78,0.35,44.7475,12.8,89,11.1,0,0,0,0,68.9095125
20170608,1.52,0.35,44.8975,12.8,86,10.6,2.6,360,0,0,42.64645
20170608,1.78,0.36,44.8975,12.2,93,11.1,1.5,40,0,0,27.3175625
20170608,2.25,0.36,45.02,11.7,89,10,0,0,0,0,131.6182125
20170608,2.46,2.89,44.8275,12.2,90,10.6,0,0,30,26,212.7180625
20170608,8.21,17.04,44.7525,16.1,81,12.8,2.6,330,94,271,188.5524625
20170608,12.19,15.34,44.7625,20,61,12.2,1.5,290,151,468,130.8877
20170608,14.59,11.16,44.7325,22.2,53,12.2,2.6,340,198,589,207.0534
20170608,14.98,15.9,44.7225,23.9,45,11.1,2.1,340,231,663,181.1124125
20170608,14.95,14.49,44.7325,25,40,10.6,5.2,10,333,579,223.29075
20170608,15.73,16.17,44.6525,25,40,10.6,4.6,20,323,573,302.4191
20170608,15.96,14.94,44.55,26.1,35,9.4,3.6,10,372,543,242.913425
20170608,16.05,10.18,44.5175,25.6,35,8.9,4.1,10,394,557,239.6240375
20170608,16.14,9.58,44.1925,26.7,35,10,2.6,30,276,239,334.7294625
20170608,15.9,10.71,43.6425,26.7,34,9.4,3.6,10,260,491,320.5835375
20170608,15.1,12.43,44.365,26.7,31,8.3,3.1,310,183,441,296.043325
20170608,14.34,10.57,44.46,25,42,11.1,0,0,121,230,294.2922625
20170608,9.77,6.13,44.435,21.7,68,15.6,0,0,61,95,93.0709
20170608,5.84,0.35,44.695,19.4,76,15,0,0,4,0,40.518
20170608,2.84,0.35,44.4725,19.4,66,12.8,0,0,0,0,33.6099
20170608,1.89,0.35,44.5925,19.4,76,15,0,0,0,0,0.4328
20170608,2.99,0.35,44.7275,17.8,75,13.3,0,0,0,0,19.8539
20170608,1.55,0.35,44.7825,16.1,93,15,0,0,0,0,29.8496
20170609,2.28,0.36,44.7925,15.6,86,13.3,0,0,0,0,29.00895
20170609,2.78,0.35,44.8,15.6,90,13.9,0,0,0,0,3.3286625
20170609,1.87,0.36,44.86,15.6,90,13.9,0,0,0,0,38.30015
20170609,1.87,0.36,44.8875,15,90,13.3,0,0,0,0,0
20170609,1.78,0.35,44.9425,14.4,93,13.3,0,0,0,0,40.050675
20170609,2.8,2.42,44.805,15,93,13.9,0,0,30,61,211.5033625
20170609,6.17,18.1,44.83,17.8,87,15.6,0,0,82,365,94.16725
20170609,11.84,15.78,44.6975,21.1,66,14.4,1.5,300,125,559,114.4362375
20170609,14.23,9.7,44.625,24.4,52,13.9,2.1,310,161,671,185.3853875
20170609,14.97,9.96,44.56,26.1,45,13.3,3.1,300,188,737,212.4143625
20170609,14.82,9.72,44.45,28.3,34,11.1,2.6,40,336,400,281.41065
20170609,14.75,16.09,44.6175,28.9,33,11.1,4.6,30,334,640,258.190325
20170609,13.85,9.47,45.3425,28.9,32,10.6,2.6,180,289,726,282.284075
20170609,10.61,8.63,44.1,29.4,30,10,3.1,30,433,374,318.3765625
20170609,17.22,10.1,44.655,30,32,11.7,3.1,360,312,472,350.6995
20170609,14.33,12.7,43.8225,29.4,32,11.1,3.6,80,308,485,349.4404375
20170609,12.92,13.07,44.475,28.9,35,11.7,2.1,30,180,519,439.46345
20170609,9.96,12.67,44.4275,27.8,37,11.7,2.1,50,99,244,386.02465
20170609,5.34,11.23,44.3075,24.4,62,16.7,2.1,140,58,202,224.0406625
