date,lights [kW],mech [kW],CHWSupplyTemp [F],OAT [C],RH [%],Dewpoint,wind_speed,wind_direction,Diffsolar [W/m2],Dirsolar [W/m2],CHWCoolingEnergy [kW]
20170623,2.69,0.36,41.7225,19.4,87,17.2,5.2,40,5,0,28.026075
20170623,2.05,0.35,42.24,19.4,87,17.2,5.2,20,0,0,44.326525
20170623,1.99,0.36,41.985,19.4,87,17.2,4.6,40,0,0,44.7603625
20170623,1.24,0.35,41.9,18.9,90,17.2,4.6,30,0,0,29.09925
20170623,1.68,0.36,41.745,18.9,87,16.7,5.2,20,0,0,38.4197
20170624,1.34,0.35,41.9375,18.9,84,16.1,3.1,30,0,0,0
20170624,2.53,0.34,41.8675,18.3,76,13.9,3.1,30,0,0,50.9622
20170624,1.32,0.35,41.99,18.3,87,16.1,2.6,40,0,0,9.66755
20170624,1.41,0.35,41.87,18.3,84,15.6,3.6,50,0,0,24.554825
20170624,1.76,0.35,41.79,17.8,87,15.6,3.6,40,0,0,7.65025
20170624,1.13,0.35,41.715,17.8,87,15.6,3.1,50,23,15,29.1022875
20170624,0.85,0.35,41.5625,18.3,84,15.6,5.2,40,168,50,24.91775
20170624,1.25,0.34,41.485,19.4,79,15.6,4.1,80,222,269,42.974275
20170624,0.85,0.35,41.5675,20.6,70,15,4.1,50,307,237,6.30075
20170624,2.15,0.34,41.5825,22.8,61,15,4.6,50,363,319,3.256
20170624,1.15,0.35,41.665,22.8,59,14.4,4.1,60,184,706,6.2489
20170624,0.84,0.34,41.7675,24.4,56,15,4.1,20,161,787,28.028
20170624,0.84,0.57,41.5375,25.6,48,13.9,5.2,60,229,722,30.7743625
20170624,2.68,0.96,41.2225,25.6,48,13.9,4.1,30,198,759,121.0483
20170624,0.89,2.16,41.2925,26.1,47,13.9,4.1,90,209,706,151.6527875
20170624,0.98,2.18,41.3275,26.7,45,13.9,3.1,50,177,514,80.5549875
20170624,0.89,2.18,41.975,23.9,51,13.3,3.1,70,176,503,110.4607875
20170624,1.11,1.24,41.8775,23.9,54,13.9,3.1,60,106,405,87.005025
20170624,0.84,0.36,42.11,22.8,55,13.3,2.6,100,75,214,16.8824
20170624,0.85,0.35,41.9725,20.6,65,13.9,2.6,80,8,29,19.725775
20170624,1.42,0.36,42.1475,19.4,68,13.3,3.1,100,0,0,0.2286375
20170624,1.24,0.74,42.715,18.9,70,13.3,4.1,120,0,0,22.7955375
20170624,0.64,0.34,42.39,17.8,73,12.8,3.6,120,0,0,48.41105
20170624,1.62,0.35,42.4875,17.2,75,12.8,3.6,110,0,0,45.7076625
20170625,0.87,0.34,42.33,16.7,78,12.8,3.6,110,0,0,33.42715
20170625,2.03,0.35,42.345,15.6,69,10,2.6,110,0,0,48.2828125
20170625,0.89,0.35,42.45,14.4,84,11.7,2.1,30,0,0,64.0327
20170625,0.84,0.72,42.27,13.9,87,11.7,2.6,30,0,0,56.3828
20170625,1.79,1.32,42.3375,14.4,84,11.7,1.5,30,0,0,69.117125
20170625,0.91,0.35,42.3475,16.1,67,10,0,0,35,40,0.8881
20170625,1.09,0.35,42.3275,16.1,75,11.7,1.5,50,84,341,1.9251
20170625,0.85,0.34,42.2925,19.4,54,10,2.6,90,130,512,46.0702125
20170625,1.05,0.35,42.4675,20.6,53,10.6,3.1,30,249,397,33.995925
20170625,2.04,0.34,42.5925,21.7,44,8.9,5.2,50,237,543,2.0999
20170625,0.84,0.35,42.4225,23.3,45,10.6,5.2,40,308,379,50.618
20170625,0.84,0.35,42.3925,24.4,39,9.4,3.6,40,492,275,46.8495625
20170625,1.6,0.97,41.94,25,37,9.4,5.2,70,379,532,66.0326875
20170625,1.84,2.24,42.205,25.6,35,8.9,5.2,50,219,643,122.47895
20170625,0.85,2.19,42.2075,26.1,38,10.6,5.2,80,283,614,109.28765
20170625,0.85,2.18,41.985,26.1,36,10,3.6,110,198,603,152.2964625
20170625,0.88,2.18,42.0125,24.4,39,9.4,2.6,110,223,482,149.3561375
20170625,0.9,2.19,42.215,24.4,42,10.6,2.1,100,118,433,203.213925
20170625,0.74,1.12,42.2325,23.3,48,11.7,2.1,70,69,165,58.2035125
20170625,1.11,0.35,42.175,20,70,14.4,0,0,9,10,0.1728
20170625,0.73,0.36,42.35,18.3,76,13.9,0,0,0,0,47.90205
20170625,0.74,0.35,42.335,20,68,13.9,3.1,80,0,0,16.20465
20170625,0.74,0.36,42.3575,18.9,78,15,3.1,110,0,0,38.8465875
20170625,2.11,0.35,42.145,18.3,84,15.6,3.1,100,0,0,37.54485
20170626,1.61,0.35,42.1675,17.8,90,16.1,3.1,110,0,0,42.96445
20170626,3.05,0.35,42.1725,17.2,75,12.8,3.1,110,0,0,30.90375
20170626,1.34,0.35,42.23,17.2,87,15,3.1,100,0,0,63.6782125
20170626,0.88,0.34,42.25,16.7,93,15.6,2.1,30,0,0,2.001
20170626,2.77,1.08,42.29,16.1,97,15.6,2.6,60,0,0,95.85705
20170626,2.76,7.67,42.1925,16.7,96,16.1,2.1,60,30,75,345.31255
20170626,7.07,11.59,42.095,18.9,87,16.7,2.6,60,87,343,445.4402625
20170626,12.44,9.78,42.165,21.1,76,16.7,2.6,90,133,466,348.008275
20170626,13.83,11.03,42.2025,22.8,68,16.7,2.6,90,279,139,360.2146
20170626,14.65,10.88,42.215,23.3,64,16.1,3.6,60,359,166,368.5513625
20170626,15.26,13.54,42.16,25,58,16.1,3.6,40,371,232,388.647725
20170626,14.91,14,42.1825,25.6,52,15,2.1,70,407,504,390.2756
20170626,14.56,9.8,42.17,26.7,52,16.1,3.6,70,348,458,401.772975
20170626,14.71,9.89,42.1075,27.8,49,16.1,3.1,90,301,617,396.2086
20170626,14.53,11.96,42.155,27.8,46,15,3.6,50,297,481,451.637
20170626,14.41,12.73,42.1775,27.8,47,15.6,3.1,100,221,430,474.2037
20170626,13.77,11.94,42.09,27.2,47,15,2.1,60,254,37,497.167575
20170626,10.87,11.74,42.1325,26.7,51,15.6,3.1,60,131,239,475.625625
20170626,7.17,8.03,42.045,25,62,17.2,1.5,90,69,53,317.1482875
20170626,3.08,0.36,42.255,23.9,69,17.8,1.5,90,7,0,1.12575
20170626,0.85,0.35,42.185,23.3,71,17.8,1.5,60,0,0,24.6176
20170626,0.85,0.36,42.2525,22.2,79,18.3,2.1,110,0,0,46.1395625
20170626,1.52,0.36,42.285,22.2,82,18.9,3.1,130,0,0,30.5494375
20170626,0.85,0.35,42.3325,21.7,87,19.4,2.6,130,0,0,49.4865875
20170627,0.88,0.36,42.295,21.7,87,19.4,2.6,90,0,0,26.865525
20170627,2.18,0.35,42.3175,21.7,76,17.2,1.5,40,0,0,24.754875
20170627,0.84,0.36,42.31,21.7,87,19.4,1.5,90,0,0,46.1985875
20170627,0.85,0.35,42.755,21.1,87,18.9,2.1,70,0,0,29.3622125
20170627,2.27,0.83,43.555,21.1,87,18.9,2.1,90,0,0,39.8139125
20170627,4.94,6.77,43.115,21.1,87,18.9,2.6,90,27,2,374.1381375
20170627,10.35,9.3,42.6925,22.8,76,18.3,3.1,110,109,205,398.6136375
20170627,13.55,10.16,41.9425,24.4,69,18.3,3.6,110,195,310,387.1244625
20170627,14.81,11.05,42.455,25.6,60,17.2,3.6,90,332,346,358.5949625
20170627,14.84,15.96,41.94,26.7,56,17.2,3.6,90,323,429,350.154325
20170627,15.14,13.08,42.3475,27.2,54,17.2,4.6,90,408,438,352.9013375
20170627,14.12,13.9,42.2325,27.8,51,16.7,3.1,50,466,378,314.1017875
20170627,14.93,10.66,42.2525,28.3,51,17.2,4.1,40,337,559,375.4748125
20170627,15.33,8.99,42.2825,28.9,48,16.7,3.6,50,387,534,389.1969
20170627,15.51,12.74,42.37,29.4,46,16.7,4.6,30,280,599,421.818425
20170627,15.06,10.69,42.2025,29.4,43,15.6,5.2,110,259,456,444.3896625
20170627,14.16,9.89,42.285,28.9,43,15,3.1,80,244,321,420.619
20170627,12.53,14.7,42.14,28.9,44,15.6,2.6,90,185,246,360.5372625
20170627,9.07,13.33,42.0975,27.2,54,17.2,2.1,130,75,123,285.92845
20170627,2.8,0.36,42.39,23.9,66,17.2,1.5,110,8,2,0.9702
20170627,1.13,0.35,42.3875,22.2,76,17.8,2.6,120,0,0,25.8457
20170627,0.89,0.36,42.47,21.7,79,17.8,2.1,110,0,0,23.1029
20170627,1.33,0.35,42.41,21.7,79,17.8,2.6,100,0,0,24.6415
20170627,0.89,0.35,42.455,21.1,81,17.8,3.1,100,0,0,30.73595
20170628,2.53,0.36,42.45,20,87,17.8,3.1,130,0,0,48.67135
20170628,1.06,0.35,42.5,20,81,16.7,1.5,140,0,0,15.6519
20170628,0.89,0.35,43.305,20,93,18.9,0,0,0,0,33.18795
20170628,0.9,0.35,43.1875,18.9,93,17.8,1.5,30,0,0,0.0769375
20170628,1.41,0.8,43.3325,18.3,97,17.8,0,0,0,0,55.522275
20170628,2.75,5.24,43.3025,19.4,93,18.3,0,0,23,158,292.5978125
20170628,9.73,8.4,43.2325,22.8,81,19.4,0,0,57,509,244.81605
20170628,13.29,11.7,43.4,26.1,74,21.1,0,0,85,629,236.44845
20170628,14.52,8.41,43.295,26.7,69,20.6,2.1,270,185,657,297.625975
20170628,14.48,12.18,43.3375,28.3,57,18.9,2.1,300,213,588,333.723625
20170628,14.3,13.64,42.89,28.3,55,18.3,2.1,360,312,513,296.8717875
20170628,14.76,14.02,43.1975,31.1,50,19.4,2.1,90,266,604,300.9222875
20170628,14.03,7.77,43.095,31.1,47,18.3,3.1,210,250,769,279.0018125
20170628,14.23,7.3,43.0625,31.1,47,18.3,3.1,180,243,657,290.5798125
20170628,14.77,8.63,43.27,32.2,47,19.4,3.1,180,227,634,400.3732125
20170628,14.57,11.21,42.855,30.6,50,18.9,3.6,210,158,689,505.4715375
20170628,14.07,10.82,43.6975,30,51,18.9,2.1,200,173,557,442.7394
20170628,12.21,10.98,43.68,30.6,53,20,2.1,190,93,559,412.8235125
20170628,8.11,9.03,43.665,30,53,19.4,1.5,170,57,298,293.5743375
20170628,3.79,0.36,43.58,26.1,74,21.1,0,0,7,40,24.0045
20170628,0.79,0.36,43.335,24.4,79,20.6,1.5,150,0,0,3.0075375
20170628,1.64,0.35,43.525,23.9,79,20,0,0,0,0,9.6997625
20170628,2.58,0.36,43.49,23.3,82,20,0,0,0,0,9.195
20170628,1.02,0.35,43.4475,23.3,87,21.1,2.1,180,0,0,46.63175
20170629,0.79,0.35,43.5025,23.3,94,22.2,2.6,200,0,0,3.3753
20170629,1.75,0.35,43.5425,23.3,85,20.6,2.6,200,0,0,2.0251125
20170629,0.8,0.35,43.675,22.8,96,22.2,1.5,210,0,0,45.52445
20170629,0.79,0.36,43.67,22.2,100,22.2,1.5,210,0,0,8.544225
20170629,1.06,0.76,43.5,22.2,97,21.7,2.1,230,0,0,55.1359625
20170629,2.86,4.89,43.625,22.2,100,22.2,1.5,220,28,10,223.326275
20170629,8.27,10.2,43.14,23.3,97,22.8,3.6,220,101,62,231.2425
20170629,12.43,11.38,43.27,26.7,79,22.8,2.6,240,160,398,238.2021375
20170629,14.32,11.19,43.47,28.9,67,22.2,2.6,230,215,524,340.15415
20170629,13.91,13.99,43.22,30.6,57,21.1,4.1,310,255,596,335.8614625
20170629,15.05,13.61,43.1675,31.7,52,20.6,2.6,270,307,574,396.713625
20170629,14.41,15.57,43.065,33.3,49,21.1,2.6,220,347,572,420.5596625
20170629,14.26,12.95,43.085,33.3,44,19.4,2.6,210,402,539,409.363725
20170629,14.73,13,42.9075,32.2,45,18.9,4.6,170,364,569,366.9205125
20170629,14.95,14.64,43.2,32.2,50,20.6,4.1,180,323,444,440.9640375
20170629,14.85,14.78,43.0125,33.3,46,20,3.6,190,276,528,435.1791375
20170629,13.85,15.23,43.0325,33.9,41,18.9,4.1,250,194,460,438.7841625
20170629,12.78,15.35,43.0075,32.8,49,20.6,3.1,190,133,263,423.2276375
20170629,8.21,10.03,43.03,31.1,55,21.1,2.1,180,75,110,325.0464625
20170629,3.65,0.36,43.235,28.9,61,20.6,2.1,230,8,0,18.0809875
20170629,1.97,0.35,43.3175,26.7,74,21.7,2.1,140,0,0,25.7334
20170629,0.98,0.46,43.3675,25.6,79,21.7,0,0,0,0,23.9195875
20170629,1.42,1.44,43.265,25.6,79,21.7,2.6,180,0,0,41.9852125
20170629,0.97,1.25,43.35,26.1,79,22.2,3.1,210,0,0,32.893625
20170630,1.23,1.2,43.485,25.6,79,21.7,3.6,210,0,0,69.6309
20170630,2.77,1.15,43.0775,25,74,20,3.6,210,0,0,79.9728125
20170630,0.97,0.95,43.475,24.4,85,21.7,3.1,220,0,0,15.700925
20170630,0.98,0.66,43.34,23.9,90,22.2,3.1,220,0,0,156.389325
20170630,1.42,2.65,43.135,23.3,94,22.2,2.6,210,0,0,81.326925
20170630,2.22,4.45,43.2325,23.9,90,22.2,4.1,210,25,51,273.4252125
20170630,7.32,10.2,42.87,26.1,82,22.8,4.1,230,104,137,232.1588125
20170630,10.87,11.75,43.0325,27.8,74,22.8,4.1,240,109,548,301.526675
20170630,12.46,7.7,43.2025,28.9,70,22.8,4.6,240,235,75,302.339925
20170630,13.49,7.56,43.205,31.1,63,23.3,4.6,220,200,51,429.74665
20170630,13.43,7.86,43.28,32.8,57,23.3,4.6,270,429,328,362.48395
20170630,12.6,8.06,43.7375,31.7,61,23.3,4.6,170,393,512,385.3827
20170630,12.24,8.73,43.92,27.2,69,21.1,2.6,190,468,213,490.073025
20170630,12.83,7.52,43.87,32.2,64,24.4,3.1,200,204,723,465.8012875
20170630,12.84,7.95,44.04,33.9,56,23.9,5.7,240,222,641,462.4599
20170630,12.91,8.75,44.655,32.2,54,21.7,8.2,260,237,407,527.82445
20170630,11.11,7.86,44.885,33.3,52,22.2,4.6,260,158,576,459.897375
20170630,8.48,7.43,44.625,32.8,56,22.8,4.6,250,108,465,449.3338375
20170630,5.44,6.98,44.555,31.7,54,21.1,5.2,240,69,213,303.7807375
20170630,2.75,0.36,43.8475,29.4,68,22.8,3.1,250,8,10,25.2395375
20170630,1.49,0.27,43.4875,27.8,77,23.3,1.5,210,0,0,29.3068125
20170630,1.41,0.44,43.6275,26.7,82,22.7,1.5,200,0,0,24.95065
20170630,0.79,0.35,43.4525,25.6,85,22.2,1.5,200,0,0,11.6889375
20170630,0.79,0.35,42.575,24.5,82,21.6,1.5,210,0,0,16.9534125
20170701,0.79,0.35,42.5825,23.3,100,21.1,1.5,240,0,0,81.45945
20170701,1.84,0.35,42.2825,22.2,97,20.5,1.5,0,0,0,23.7006
20170701,1.52,0.35,41.69,21.1,96,20,1.5,0,0,0,13.1160375
20170701,0.78,0.35,41.54,20,96,19.4,1.5,310,0,0,34.224675
20170701,1.17,0.34,41.51,19.4,97,18.9,1.5,250,0,0,1.726875
20170701,0.78,0.35,41.5075,20.6,90,18.9,0,0,0,0,57.755
20170701,0.79,0.35,41.5325,22.8,84,20,1.5,250,105,271,3.605425
20170701,0.79,0.34,41.5975,25,74,20,3.1,260,157,429,0.2260375
20170701,0.78,0.35,41.6175,27.2,56,17.8,3.1,260,164,598,27.0409875
20170701,2.3,0.34,41.5375,27.2,53,16.7,2.1,90,177,697,51.1749125
20170701,1.52,0.34,41.6425,28.9,51,17.8,2.6,80,185,730,71.1444625
20170701,1.18,0.35,41.5175,30,48,17.8,2.1,270,260,637,0.2574375
20170701,2.28,0.34,41.645,30,48,17.8,3.1,260,393,372,74.0729125
20170701,2.52,0.35,41.6675,30,48,17.8,4.1,280,301,509,27.8921625
20170701,0.92,0.35,41.915,30.6,48,18.3,3.1,280,366,310,53.1815625
20170701,0.91,1.56,42.2525,29.4,48,17.2,3.1,280,274,439,68.4554125
20170701,2.5,2.18,42.54,26.7,60,18.3,1.5,320,150,6,170.0369125
20170701,0.8,1.65,43.105,27.2,54,17.2,1.5,280,159,225,121.7096625
20170701,0.79,0.35,43.23,27.8,56,18.3,1.5,240,59,5,49.752325
20170701,0.79,0.36,43.285,24.4,74,19.4,0,0,1,0,24.0413625
20170701,0.79,0.35,43.7775,23.3,85,20.6,0,0,0,0,37.493375
20170701,0.78,0.35,42.885,22.2,87,20,0,0,0,0,52.6142
20170701,0.79,0.36,42.51,21.7,90,20,0,0,0,0,52.6519125
20170701,0.78,0.34,41.8,20.6,96,20,0,0,0,0,55.07525
20170702,0.88,0.36,41.0775,21.1,93,20,0,0,0,0,0
20170702,2,0.35,40.855,21.7,84,18.9,0,0,0,0,48.4023125
20170702,0.79,0.35,41.3375,20.6,84,17.8,1.5,20,0,0,54.1133875
20170702,0.78,0.35,41.41,20.6,78,16.7,1.5,350,0,0,35.6042375
20170702,1.16,0.36,41.6175,18.9,87,16.7,0,0,0,0,64.1452625
20170702,0.79,0.35,41.49,20,81,16.7,0,0,0,0,29.56945
20170702,0.78,0.36,41.39,21.7,73,16.7,2.1,350,113,245,49.5908375
20170702,0.98,0.35,41.5,23.9,66,17.2,2.6,360,161,392,2.9873
20170702,1.34,0.34,41.615,26.1,58,17.2,3.1,360,190,537,32.0187
20170702,1.71,0.35,41.665,27.8,53,17.2,3.6,40,172,697,26.8095
20170702,1.43,0.35,41.8075,28.3,49,16.7,1.5,10,185,724,84.6421125
20170702,0.8,0.35,41.8875,29.4,45,16.1,2.6,360,228,716,41.1283125
20170702,0.78,1.29,41.88,30,37,13.9,2.6,360,256,654,68.329875
20170702,0.93,2.17,42.1675,31.1,36,14.4,1.5,350,242,628,142.692375
20170702,2.22,2.17,42.025,31.1,35,13.9,1.5,350,236,591,149.3108375
20170702,0.88,2.18,41.7225,31.1,33,12.8,2.1,340,158,659,153.3459875
20170702,2.66,2.17,41.605,30.6,37,14.4,2.6,300,191,442,185.44845
20170702,1.21,2.17,43.1525,30,40,15,2.6,320,128,346,178.789575
20170702,0.79,2.17,42.1575,28.3,46,15.6,2.1,20,66,209,171.6562625
20170702,0.79,1.81,42.4375,25,64,17.8,0,0,1,0,213.4019
20170702,0.79,0.93,42.59,23.3,71,17.8,0,0,0,0,37.2584875
20170702,0.78,0.35,42.78,22.2,76,17.8,2.1,20,0,0,7.8658
20170702,0.79,0.35,42.605,21.7,81,18.3,0,0,0,0,0.0533125
20170702,0.78,0.36,42.42,21.1,84,18.3,0,0,0,0,9.6660375
20170703,1.88,0.35,42.14,20.6,84,17.8,0,0,0,0,56.5252875
20170703,0.91,0.36,41.56,18.3,93,17.2,1.5,50,0,0,44.0399375
20170703,0.78,0.35,41.1175,19.4,90,17.8,0,0,0,0,93.3410875
20170703,0.79,0.36,40.68,18.9,93,17.8,1.5,360,0,0,57.0613875
20170703,0.78,1.33,40.535,18.3,97,17.8,0,0,0,0,127.9749
20170703,1.4,8.21,40.3775,18.3,97,17.8,0,0,0,0,476.181475
20170703,6.32,12.71,40.42,21.1,90,19.4,0,0,124,113,609.476125
20170703,11.9,10.4,40.945,23.9,76,19.4,0,0,187,305,580.4933375
20170703,12.9,11.45,42.16,26.1,67,19.4,0,0,278,171,560.383
20170703,13.1,10.3,42.235,28.3,63,20.6,1.5,360,226,612,473.9422125
20170703,13.2,12.55,42.2,28.9,51,17.8,0,0,181,736,440.13815
20170703,13.05,10.56,42.2475,30.6,43,16.7,3.1,360,262,655,422.2863375
20170703,12.51,10.2,42.345,31.1,39,15.6,3.1,140,274,648,449.52055
20170703,9.89,10.42,42.21,30.6,39,15,2.1,100,264,604,522.8414375
20170703,15.17,10.69,42.305,32.2,37,15.6,2.6,110,279,507,535.11575
20170703,11.09,11.07,42.47,31.7,36,15,2.6,120,286,368,522.0026625
20170703,6.34,11.61,42.3675,31.1,39,15.6,0,0,226,294,478.8012125
20170703,6.12,11.04,42.335,30.6,43,16.7,1.5,90,139,277,502.8428125
20170703,4.32,7.07,42.5025,28.9,57,19.4,1.5,130,61,236,276.3355375
20170703,2.25,0.36,42.61,24.4,76,20,0,0,1,0,16.9407125
20170703,0.79,0.35,42.2,23.9,71,18.3,1.5,60,0,0,0.2342125
20170703,0.79,0.35,42,22.2,79,18.3,0,0,0,0,51.6322875
20170703,1.23,0.36,42.315,21.1,81,17.8,2.1,140,0,0,19.836375
20170703,0.78,0.35,42.44,23.9,74,18.9,2.1,160,0,0,74.7362
20170704,0.79,0.36,42.54,22.8,81,19.4,0,0,0,0,48.628
20170704,2.77,0.35,42.3875,23.3,82,20,1.5,170,0,0,38.6970375
20170704,1.15,0.35,42.505,22.8,87,20.6,1.5,160,0,0,31.3249375
20170704,0.78,0.35,42.5175,21.7,90,20,1.5,160,0,0,10.63935
20170704,0.79,1.12,42.395,22,94,21,2.1,160,0,0,77.9405625
20170704,1.25,7.64,42.29,21.7,96,21.1,1.5,170,0,0,423.8201125
20170704,1.1,10.09,42.2525,23.3,91,21.7,2.6,210,109,206,485.191375
20170704,0.8,8.72,42.305,26.1,82,22.8,3.6,240,183,330,386.6910375
20170704,1.45,8.06,42.3925,27.8,74,22.8,3.1,260,280,116,370.6498125
20170704,0.8,7.39,42.4,28.9,67,22.2,2.6,250,283,466,383.342
20170704,4.19,8.43,42.4475,31.1,55,21.1,2.6,240,359,362,348.77155
20170704,0.82,8.06,42.475,32.8,47,20,4.6,230,325,475,313.1330375
20170704,0.8,8.89,42.29,32.2,49,20,3.6,210,302,540,373.1742625
20170704,0.83,8.15,42.2825,33.3,44,19.4,4.1,230,391,287,372.2484
20170704,0.81,7.99,42.4675,33.9,43,19.4,3.1,230,363,334,427.9722375
20170704,0.87,8.63,42.6,32.8,47,20,5.2,160,296,83,439.1139125
20170704,2.08,7.93,42.8725,32.2,50,20.6,4.1,150,252,153,394.8776
20170704,4.01,8.22,42.4975,31.1,54,20.6,3.6,160,164,133,380.65545
20170704,1.02,5.64,42.39,30.6,55,20.6,4.6,200,59,5,174.356325
20170704,1,0.35,42.415,23.3,94,22.2,4.1,220,0,0,55.1444375
20170704,2.82,0.35,42.2375,23.3,97,22.8,6.2,190,0,0,55.1717375
20170704,0.88,0.35,42.595,23,100,23,2.6,350,0,0,29.088475
20170704,0.78,0.35,42.505,23,100,23,2.6,130,0,0,43.898575
20170704,1.23,0.35,42.545,22.8,100,22.8,2.1,160,0,0,41.8969125
20170705,2.08,0.35,42.4625,22.8,96,22.2,2.6,160,0,0,44.4536625
20170705,1.38,0.36,42.45,22.8,96,22.2,1.5,190,0,0,21.0738875
20170705,1.67,0.34,42.265,22,100,22,0,0,0,0,93.3604875
20170705,0.79,0.35,42.31,22.2,100,22.2,0,0,0,0,7.6756
20170705,1.76,1.01,42.325,21.7,100,21.7,0,0,0,0,98.20125
20170705,2.54,7.2,42.2325,21.7,100,21.7,4.1,10,0,0,397.402025
20170705,8.87,8.73,42.2025,22.2,97,21.7,2.1,20,104,352,496.5998
20170705,12.74,9.45,42.26,23.3,91,21.7,4.6,30,128,560,470.071325
20170705,13.47,8.21,43.4025,24.4,79,20.6,3.1,40,145,654,407.9149625
20170705,14,10.92,42.8875,25.6,74,20.6,6.2,50,169,703,544.524475
20170705,14.05,10.79,43.11,26.1,72,20.6,6.2,40,201,694,517.6926
20170705,13.46,14.49,42.9825,26.7,67,20,4.6,20,268,643,560.3791375
20170705,13.89,8.59,43.01,27.2,65,20,4.6,50,216,702,486.0805625
20170705,13.84,8.56,42.95,27.8,60,19.4,4.6,40,255,652,542.49115
20170705,14.08,10.04,42.95,28.3,59,19.4,4.6,30,199,674,608.20475
20170705,14.03,10.92,42.93,27.8,60,19.4,5.2,50,137,713,547.3621625
20170705,12.81,11.38,42.995,27.8,60,19.4,4.1,50,121,642,511.0664875
20170705,10.76,10.14,43.02,27.2,61,18.9,4.1,70,100,525,466.965075
20170705,7.38,6.55,42.995,26.7,64,19.4,3.6,50,57,321,210.521475
20170705,4.35,0.36,43.045,25,74,20,2.1,80,0,0,72.8576
20170705,0.79,0.35,43.2475,22.8,84,20,2.1,70,0,0,29.48295
20170705,0.79,0.35,43.175,22.8,84,20,2.1,70,0,0,8.538525
20170705,0.79,0.35,43.825,21.7,90,20,2.6,60,0,0,22.789425
20170705,0.78,0.35,43.6125,22.2,87,20,3.1,80,0,0,46.308625
20170706,2.51,0.36,43.195,20.6,93,19.4,1.5,50,0,0,30.5419625
20170706,1.71,0.35,43.1175,20,96,19.4,0,0,0,0,2.1953625
20170706,0.79,0.35,43.315,19.4,97,18.9,2.1,10,0,0,41.93865
20170706,0.78,0.35,43.515,18.9,100,18.9,0,0,0,0,50.4001875
20170706,1.32,1.02,43.415,19.4,97,18.9,2.1,30,0,0,241.41715
20170706,5.48,7.36,43.125,19.4,97,18.9,1.5,40,0,0,397.78125
20170706,9.81,9.05,43.0325,21.1,90,19.4,2.6,60,105,319,342.3493
20170706,13.42,11.22,42.99,22.8,76,18.3,4.6,90,136,529,349.330075
20170706,14.24,8.21,43.285,25.6,60,17.2,4.6,70,155,629,380.8473875
20170706,14.57,16.84,43.22,26.7,54,16.7,4.1,80,160,715,425.9769375
20170706,14.86,14.83,42.97,27.8,47,15.6,2.6,90,192,718,443.488625
20170706,14.55,12.01,43.09,28.3,46,15.6,5.2,80,190,770,428.7609375
20170706,14.12,9.08,42.995,29.4,43,15.6,3.1,70,235,714,426.5027625
20170706,14.46,9.51,42.9825,29.4,42,15,4.1,50,232,670,463.3592
20170706,14.87,10.23,43.0875,28.9,44,15.6,3.6,60,257,573,509.535025
20170706,15.34,11.29,42.96,29.4,42,15,3.1,360,159,659,520.986225
20170706,14.4,11.43,42.9575,29.4,42,15,3.1,40,166,506,521.68425
20170706,13.06,11.86,43.09,28.9,46,16.1,3.6,80,125,392,527.1850375
20170706,9.59,10.47,43.0375,27.2,53,16.7,3.6,70,64,241,245.4349
20170706,5.65,0.36,43.185,23.3,71,17.8,2.1,80,0,0,64.4597875
20170706,1.2,0.36,43.095,22.8,73,17.8,2.6,90,0,0,36.7723125
20170706,0.89,0.35,43.1925,23.3,69,17.2,3.1,110,0,0,44.516625
20170706,1.12,0.35,43.48,22.8,73,17.8,2.6,110,0,0,66.0797
20170706,1.73,0.35,43.095,22.2,79,18.3,1.5,110,0,0,27.3510375
20170707,0.89,0.35,43.4275,19.4,90,17.8,0,0,0,0,30.437
20170707,2.87,0.36,43.4725,18.9,93,17.8,0,0,0,0,82.7334125
20170707,0.9,0.35,43.4175,17.8,96,17.2,0,0,0,0,25.943
20170707,0.89,0.34,43.225,17.8,96,17.2,0,0,0,0,3.2963
20170707,1.42,1.18,43.32,17.2,97,16.7,0,0,0,0,258.0303
20170707,2.16,7.19,43.1575,18.3,97,17.8,2.1,80,0,0,462.41335
20170707,7.11,8.26,43.22,21.1,87,18.9,0,0,105,259,423.71655
20170707,12.16,8.7,43.2025,22.8,76,18.3,1.5,50,153,417,294.522325
20170707,13.75,7.35,43.2,25.6,62,17.8,2.1,110,195,513,321.8889875
20170707,15,12.98,43.215,27.2,56,17.8,2.1,100,178,660,317.80565
20170707,14.05,10.52,43.7575,27.8,51,16.7,2.1,90,241,615,483.16275
20170707,13.63,9.52,42.77,29.4,46,16.7,3.1,80,218,728,501.6347375
20170707,13.1,8.65,42.5725,30,46,17.2,1.5,110,200,756,472.2801625
20170707,13.58,8.39,42.575,30.6,45,17.2,3.1,140,206,730,505.2052
20170707,14.08,9.63,42.54,31.1,45,17.8,0,0,222,662,551.899675
20170707,13.24,10.82,42.275,30,48,17.8,2.6,150,166,641,567.1764125
20170707,12.73,12.13,42.1725,30.6,45,17.2,1.5,80,166,506,515.5462
20170707,11.28,15.2,42.33,30,48,17.8,0,0,120,392,483.71165
20170707,6.2,11.05,42.405,28.9,55,18.9,2.6,140,61,235,215.017825
20170707,2.51,0.35,42.455,26.7,62,18.9,2.6,130,0,0,16.6024125
20170707,0.87,0.36,42.615,26.1,62,18.3,3.6,130,0,0,7.8210625
20170707,0.78,0.35,42.6175,25.6,60,17.2,3.1,140,0,0,13.907225
