date,holiday,sinhour,coshour,sindow,cosdow,sindate,cosdate,T_ctrl,T_stp_cool,T_stp_heat,Humidity,compCool1,compCool2,fan,Thermostat_Motion,T_out,RH_out,Thermostat_Temperature
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,75,84,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,71
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,71
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,89,40,71
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,1,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,74,78,69,71,0,0,0,1,89,40,70
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,90,36,71
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,90,36,71
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,70,0,0,0,0,90,36,71
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,90,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,69,0,0,0,0,90,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,90,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,1,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,1,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,0,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,89,36,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,1,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,69,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,68,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,70,0,0,0,0,89,36,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,70,0,0,0,0,88,39,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,78,78,69,70,0,0,0,1,88,39,73
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,77,76,71,70,135,0,135,1,87,39,73
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,77,75,75,71,300,0,300,0,87,39,71
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,71,300,135,300,1,87,39,70
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,70,300,300,300,0,87,39,70
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,66,300,300,300,0,87,39,73
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,60,300,300,300,1,87,39,74
